Country Name;Country Code;Indicator Name;Indicator Code;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020
South Africa;ZAF;GDP per capita, PPP (current international $);NY.GDP.PCAP.PP.CD;6420,883862;6410,445452;6258,189514;6328,21145;6517,193978;6715,798769;6996,858687;7175,762897;7176,812677;7344,813243;7714,908384;7989,759965;8310,759384;8608,736171;9131,268581;9790,637244;10518,41863;11233,92973;11661,27836;11409,57207;11721,55506;12172,31474;12057,26871;12450,4975;12520,71375;12552,34013;12592,48687;12703,42124;12938,43273;13034,16466;
